                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                 0.8527,                 0.5248,                  1.377,                0.98121,                0.98763,                0.98502,                0.83852,                0.64525,                0.30943,                 1.1681,              0.0090958,              0.0090958,              0.0090958
                    139,                0.85004,                0.56037,                  1.389,                0.98169,                0.98916,                0.98928,                0.84678,                0.63176,                0.30703,                 1.1613,              0.0090892,              0.0090892,              0.0090892
                    140,                0.84902,                0.49517,                 1.3689,                0.98574,                0.98518,                0.98731,                0.83318,                0.65844,                0.32127,                 1.1822,              0.0090826,              0.0090826,              0.0090826
                    141,                0.84447,                0.51214,                 1.3909,                0.98667,                0.98858,                0.98729,                0.83983,                0.64137,                0.30395,                 1.1693,               0.009076,               0.009076,               0.009076
                    142,                 0.8574,                0.50493,                 1.3941,                0.97896,                0.98758,                0.98483,                0.83191,                0.66102,                0.31954,                 1.1814,              0.0090694,              0.0090694,              0.0090694
                    143,                0.87073,                0.55342,                 1.4021,                0.98181,                 0.9834,                0.98554,                0.84835,                0.62862,                0.30569,                 1.1587,              0.0090628,              0.0090628,              0.0090628
                    144,                0.85841,                0.51579,                  1.395,                0.98487,                0.98982,                0.98703,                0.84773,                0.62972,                0.30296,                 1.1622,              0.0090562,              0.0090562,              0.0090562
                    145,                0.84597,                 0.5125,                 1.3588,                0.98409,                0.98526,                0.98745,                 0.8446,                0.62947,                0.31012,                 1.1585,              0.0090496,              0.0090496,              0.0090496
                    146,                0.84528,                0.51771,                 1.3785,                0.98112,                0.98528,                0.98905,                0.85232,                0.62702,                0.30697,                 1.1553,               0.009043,               0.009043,               0.009043
                    147,                0.85838,                0.53643,                 1.4042,                0.98506,                0.98623,                0.98678,                0.84394,                0.62672,                0.30891,                 1.1609,              0.0090364,              0.0090364,              0.0090364
                    148,                0.83449,                0.49633,                 1.3576,                0.98616,                0.98445,                0.98496,                 0.8427,                0.63783,                0.30446,                 1.1678,              0.0090298,              0.0090298,              0.0090298
                    149,                0.83489,                0.50359,                 1.3554,                0.98002,                0.98374,                0.98557,                0.83773,                0.65445,                0.31514,                 1.1818,              0.0090232,              0.0090232,              0.0090232
